sumario,materia,voces,texto,fallo
22508,DERECHO DEL TRABAJO,DERECHO LABORAL - TRABAJADOR - PRENSA ONLINE - IN DUBIO PRO OPERARIO,"En virtud del principio ""in dubio pro operario"" consagrado en el artículo 9 de la LCT, que determina una guía de interpretación y aplicación de la ley para aquellos casos de duda haciendo prevalecer la más favorable para el trabajador, considero que debe hacerse prevalecer aquel régimen laboral (estatutario y convencional) que implique un reconocimiento más amplio, sobre todo si del derecho al salario se trata, púes es un derecho fundamental del ser humano íntimamente relacionado con el principio ""pro persona"" de los derechos humanos. - (Voto Minoría Dr. Palermo).",10000001930
23561,DERECHO DEL TRABAJO,DERECHO LABORAL - PRENSA - PERIODISTAS - ESTATUTO DEL PERIODISTA - LEY DE CONTRATO DE TRABAJO - ESTABILIDAD LABORAL,"Varios derechos inalienables del trabajador de prensa consagrados en el artículo 5° del Estatuto del periodista profesional, pueden llegar a verse contrapuestos con las atribuciones patronales de dirección de los artículos 62 y ss. De la LCT y/o con sus propias obligaciones. De ahí la trascendencia de contar con una bonificación o aliciente que lo ampare si decide apartarse del medio en el que trabaja, por una situación que, por ejemplo, violente sus convicciones personales o pudiera hacerlo incurrir en responsabilidad civil o penal frente a terceros. El mencionado Estatuto contiene numerosas normas diversas a las de la Ley de Contrato de trabajo, en lo que a estabilidad y distracto compete, por lo que no corresponde asimilar este instituto con el previsto por el Régimen general del artículo 241 de la LCT.",10000002392
23562,DERECHO DEL TRABAJO,DERECHO LABORAL - NEGOCIACION COLECTIVA - CONDICIONES DE TRABAJO - DERECHO INTERNACIONAL - ORGANIZACION INTERNACIONAL DEL TRABAJO - LIBERTAD SINDICAL,"Los sujetos de la negociación colectiva deben ser quienes, sin intromisión estatal alguna, regulen las condiciones salariales de los trabajadores, no pudiendo la judicatura convalidar normas que se encuentran en franca colisión con el derecho internacional. Los convenios afectados por el arbitraje obligatorio de la OIT N° 87 y 98, no sólo forman parte de nuestro ordenamiento interno supra - legal, sino que tienen carácter de convenios fundamentales para la OIT. Tal es la trascendencia otorgada por las normas internacionales a los derechos de libertad sindical y negociación colectiva, que sólo han sido elevados a tal jerarquía los siguientes: los de abolición del trabajo forzoso, el de la edad mínima, el de las peores formas del trabajo infantil, el de la igualdad de remuneración y el de la prohibición de discriminación en el empleo.",10000002392
23563,DERECHO DEL TRABAJO,"DERECHO LABORAL - VOTO EN DISIDENCIA - LIBERTAD SINDICAL - NEGOCIACION COLECTIVA - SALARIO MINIMO, VITAL Y MOVIL - CONSTITUCION NACIONAL - PRENSA - PERIODISTAS","DR. PALERMO EN DISIDENCIA: El artículo 58 del laudo 17/75, norma cuestionada, no es a mi criterio contrario a los principios generales de la libertad sindical, en tanto sólo determina un parámetro para la negociación colectiva en función del salario mínimo, vital y móvil; es decir, establece un piso o un límite mínimo para la misma, pero no la suprime. Es decir, existe un parámetro con ciertas características, entre éstas la movilidad establecida por el artículo 14 bis de la CN, aunque no es la única, para la fijación de los salarios de los trabajadores del sector de prensa que se configura como un mínimo insoslayable a partir del cual debe determinarse su remuneración. Determina un parámetro pero no sustituye la acción sindical en materia de negociación colectiva.",10000002392
22496,DERECHO DEL TRABAJO,DERECHO LABORAL - INDEMNIZACION - TASAS DE INTERES - TASA ACTIVA - TASA PASIVA - REGIMEN APLICABLE,"La aplicación de la tasa pasiva no resulta razonable en juicios de contenido alimentario y asistencia, y su aplicación genera consecuencias disvaliosas y lesivas al derecho de propiedad. Produce un notable enriquecimiento del deudor y la diferencia que surge del análisis comparativo existente entre la tasa pasiva y la activa, demuestra acabadamente la confiscatoriedad que se produce en la práctica en el crédito del actor. Por ello la tasa activa responde a los compromisos contraídos por el país en el Pacto Internacional de Derechos Económicos, Sociales y Culturales.",10000001925
22494,DERECHO DEL TRABAJO,INCAPACIDAD LABORAL - PRIMERA MANIFESTACION INVALIDANTE,"La ley 26.773 no es aplicable a las contingencias cuya primera manifestación invalidante te produjo con anterioridad a la publicación de la norma en el Boletín Oficial, con la excepción de lo dispuesto en los inc. 1 y 7 del artículo 17 del mismo cuerpo legal.",10000001923
22495,DERECHO DEL TRABAJO,INCAPACIDAD LABORAL - PRIMERA MANIFESTACION INVALIDANTE,"La ley 26.773 no es aplicable a las contingencias cuya primera manifestación invalidante se produjo con anterioridad a la publicación de la norma en el Boletín Oficial, con la excepción de lo dispuesto en los incisos 1&deg; y 7&deg; del artículo 17 del mismo cuerpo legal.",10000001924
22499,DERECHO DEL TRABAJO,DERECHO LABORAL - LIBERTAD SINDICAL - REPRESENTANTE GREMIAL - EXCLUSION DE LA TUTELA SINDICAL,"Respecto de la duda acerca de si corresponde o no llevar a cabo el trámite de exclusión de tutela sindical deberá ser decidida en sentido favorable al representante gremial, teniendo en principal consideración las garantías constitucionales que subyacen, Libertad sindical.",10000001927
22443,DERECHO DEL TRABAJO,PERSONAL CONTRATADO - REPRESENTANTE GREMIAL - CARGOS GREMIALES - IMPROCEDENCIA,"La elección sindical no puede variar el estatus jurídico de ""contratado"" que el actor ostentaba. Máxime, cuando no existe un vínculo entre el empleador y empleado que amerite la aplicación de la ley 23.551. Por lo tanto, el propio carácter precario de la relación laboral hacia plenamente consciente al recurrente de que no podía resultar elegido representante gremial. - (disidencia Dr. Nanclares).",10000001897
22444,DERECHO DEL TRABAJO,ESTABILIDAD GREMIAL - ESTABILIDAD DEL DELEGADO GREMIAL - CARGOS ELECTIVOS - PERSONAL CONTRATADO,"En tal sentido, la ley 23.551 tiene dicho que son sujetos beneficiarios de la estabilidad gremial los trabajadores que ocupan cargos electorales y representativos en las asocia - ciones gremiales, representando a los trabajadores ante el empleador, ante la autoridad administrativa del trabajo o ante asociaciones sindicales, precepto donde el actor quedó enmarcado.",10000001897
22450,DERECHO PROCESAL LABORAL,RECURSO DE INCONSTITUCIONALIDAD - COSTAS,"La solución dada por los Tribunales de Trabajo en materia de costas no puede generar un caso de inconstitucionalidad, pues ellas no se rigen por mandatos constitucionales, sino legales y además no autoriza el recurso de inconstitucionalidad un distinto criterio de apreciación entre el recurrente y el tribunal, en lo que se refiere a la imposición de costas. En definitiva, no autoriza el recurso de Inconstitucionalidad un distinto criterio de apreciación entre el recurrente y el tribunal, en lo que refiere a la imposición de costas.",10000001901
23557,DERECHO DEL TRABAJO,DERECHO LABORAL - LIBERTAD SINDICAL - LOCACION DE SERVICIOS - ORGANIZACION INTERNACIONAL DEL TRABAJO - CONSTITUCION NACIONAL,"El tribunal a quo incurre en un análisis erróneo del material fáctico y normativo involucrado en una causa, si se aparta de los hechos de la misma y parcializa el concepto de libertad sindical. Es decir, si descarta ""a priori"" que ésta última pueda verse afectada en los supuestos en que la vinculación se rige por el contrato de locación de servicios, sin un acabado análisis del complejo concepto de aquella que podemos extraer del artículo 14 bis CN y el Convenio 87 OIT, entre otros.",10000002391
23558,DERECHO DEL TRABAJO,DERECHO LABORAL - DIRIGENTE GREMIAL - LIBERTAD SINDICAL - EXCLUSION DE LA TUTELA SINDICAL - CONSTITUCION NACIONAL - ORGANIZACION INTERNACIONAL DEL TRABAJO,"Si el propio empleador no cuestiona la designación del trabajador como repre - sentante gremial impugnándola oportunamente, cuando la misma le ha sido notificada en tiempo y forma, sino que recién realiza dicha tacha al responder demanda, un mes después de la comunicación de la elección, el tribunal a quo incurre en un error y no puede poner en tela de juicio la posibilidad de que el mismo resulte electo ni digno de protección gremial, atendiendo la libertad sindical resguardada por normativa constitucional e internacional. Si el em - pleador no efectúa proceso de exclusión de tutela sindical con antelación a la rescisión del vínculo con el trabajador de conformidad con el artículo 52 de la LAS (normativa que no distingue según la forma de vinculación) no debemos nosotros distinguir.",10000002391
23559,DERECHO DEL TRABAJO,DERECHO LABORAL - ESTABILIDAD DEL DELEGADO GREMIAL - TUTELA SINDICAL,"La ley 23.551 establece que son sujetos beneficiarios de la estabilidad gremial los trabajadores que ocupan cargos electorales y representativos en las asocia - ciones gremiales, representando a los trabajadores ante el empleador, ante la autoridad administrativa del trabajo o ante asociaciones sindicales.",10000002391
23560,DERECHO DEL TRABAJO,DERECHO LABORAL - LOCACION DE SERVICIOS - EMPLEO PUBLICO - DIRIGENTE GREMIAL,"DR. JORGE HORACIO NANCLARES, EN DISIDENCIA: La sentencia del tribunal a quo se encuentra debidamente fundada cuando un trabajador se ha desempeñado para el empleador mediante un breve contrato de locación de servicios cuya extinción se produciría automáticamente en fecha determinada, y el propio trabajador conoce dicha conclusión con la antelación debida. El vínculo mantenido por las partes no se presenta como un contrato de empleo público, ni reñido con la desviación de poder que pudiese trocar la naturaleza administrativa del ligamen mantenido por las partes. Por el propio carácter precario de la relación, el trabajador no puede resultar elegido representante gremial. La elección sindical no puede variar el estatus jurídico de ""contratado"" que un trabajador ostenta.",10000002391
22446,DERECHO DEL TRABAJO,INCAPACIDAD LABORAL - PRIMERA MANIFESTACION INVALIDANTE,"La ley 26.773 no es aplicable a las contingencias cuya primera manifestación invalidante se produjo con anterioridad a la publicación de la norma en el Boletín Oficial, con la excepción de lo dispuesto en los inc 1&deg; y 7&deg; del artículo 17 del mismo cuerpo legal.",10000001898
22447,DERECHO DEL TRABAJO,INCAPACIDAD LABORAL - PRIMERA MANIFESTACION INVALIDANTE - INDEMNIZACION,"La cláusula temporal del artículo 17 inc. 5 de la ley 26.773 no supera el filtro de con - vencionalidad por violación del principio de progresividad y de igualdad ante la ley y la correlativa prohibición de discriminación, argumentos desarrollados (in re PLENARIO NAVARRO).",10000001898
22449,DERECHO DEL TRABAJO,OBLIGACIONES DEL EMPLEADOR - DEBER DE OCUPACION - NEGACION DE TAREAS,"Recae sobre el empleador la realización de los esfuerzos suficientes para cumplir con el deber de ocupación, y en su caso demostrar que conforme la dimensión de su empresa no puede ubicar al trabajador en un lugar o puesto de trabajo acorde a la disminución de su capacidad laboral.",10000001900
22448,DERECHO DEL TRABAJO,ACCIDENTES DE TRABAJO - ENFERMEDAD ACCIDENTE - INDEMNIZACION - LEY SOBRE RIESGOS DEL TRABAJO,"El Decreto 1694/09 fue la única disposición normativa pronunciada en casi una década, en aras a superar las deficiencias que acarreaba el sistema, en un contexto económico diametralmente opuesto al de su antecesor (decreto 1278/00) y con la importante desidia del PEN en el cumplimiento de la misión legislativa de actualizar los valores de las prestaciones (expresamente impuesto en el inc. 3 del art 11 ley 24.557.",10000001899
22570,DERECHO DEL TRABAJO,ACUERDO CONCILIATORIO - FALTA DE RATIFICACION - PRUEBA,"El acuerdo transaccional constituye una manifestación de voluntad del demandado, quien a través del mismo comparece al proceso e intenta una conciliación, la cual fracasa ante la falta de ratificación personal del actor. Esta actuación procesal del demandado no puede ser omitida ya que genera una duda razonable y válida respecto de la existencia de la prestación de servicios ejecutada por el actor a favor del demandado, ello a la luz de lo dispuesto en el artículo 9 de la L.C.T. in dubio pro operario factis.",10000001957
22567,DERECHO DEL TRABAJO,ACCIDENTES DE TRABAJO - ENFERMEDAD ACCIDENTE - INDEMNIZACION LABORAL,"Las indemnizaciones reparan la minusvalía incapacitante sufrida por el actor en razón del accidente y/o enfermedad laboral acaecido, no las contingencias por si mismas.",10000001955
22571,DERECHO PROCESAL LABORAL,PRUEBA - SENTENCIA - FUNDAMENTACION SUFICIENTE,"Si la prueba resulta insuficiente para un proceso cautelar, de carácter provisorio, menos puede serlo para fundar una sentencia definitiva, a los que cabe agregar el vicio consistente en la falta de ratificación de la misma, que garantizara el debido contradictorio de la parte accionada.",10000001958
22572,DERECHO PROCESAL LABORAL,PRUEBA - DECLARACION TESTIMONIAL - RATIFICACION DE LA DECLARACION - SENTENCIA - FUNDAMENTACION SUFICIENTE,"La prueba trasladada por la Cámara ? puntualmente las declaraciones testimoniales rendidas en el ámbito de la medida cautelar - , fue rendida en un proceso en el que la demandada no fue parte, y por lo tanto, carece de eficacia jurídica probatoria al no haber sido ratificada en este proceso, garantizando así el debido contradictorio.",10000001958
22573,DERECHO PROCESAL LABORAL,PRUEBA - DECLARACION TESTIMONIAL - RATIFICACION DE LA DECLARACION - VALIDEZ PROBATORIA,"Los testimonios practicados extra - juicio deben ser ratificados para que adquieran eficacia probatoria, porque de la existencia y validez jurídicas de un testimonio no se deduce necesariamente su eficacia probatoria.",10000001958
22566,DERECHO DEL TRABAJO,INCAPACIDAD LABORAL - PRIMERA MANIFESTACION INVALIDANTE,"La correcta interpretación de la expresión ""primera manifestación invalidante"" contenida en el artículo 47 de la LRT, debe reputarse como aquella primera manifestación de enfermedad que discapacita o invalida al trabajador y le impide continuar con sus tareas laborales habituales, precisamente por su característica de invalidante.",10000001954
23564,DERECHO DEL TRABAJO,DERECHO LABORAL - ORGANIZACION INTERNACIONAL DEL TRABAJO - NEGOCIACION COLECTIVA - DERECHO COLECTIVO DEL TRABAJO,"El Convenio de la OIT N° 154 contiene numerosas disposiciones que se contraponen firmemente con el arbitraje obligatorio. Su artículo 2° entiende que la expresión negociación colectiva comprende todas las negociaciones que tienen lugar entre un empleador, un grupo de empleadores o una organización o varias organizaciones de empleadores, por una parte, y una organización o varias organizaciones de trabajadores, por otra, con el fin de fijar las condiciones de trabajo y empleo. Es decir, tiene expresamente establecido el derecho de negociación a favor de ambas partes y, dentro de las condiciones de trabajo se encuentran los salarios, sin duda alguna, causa?fin del contrato desde la óptica del trabajador. El resto del Convenio remarca la libertad en la negociación colectiva e impone obligaciones a los Estados en pos de garantizar la voluntariedad de aquélla.",10000002393
23565,DERECHO DEL TRABAJO,DERECHO LABORAL - ORGANIZACION INTERNACIONAL DEL TRABAJO - DERECHO A LA INFORMACION - NEGOCIACION COLECTIVA - ARBITRAJE OBLIGATORIO - INCONSTITUCIONALIDAD - CONTROL DE CONSTITUCIONALIDAD - DERECHO INTERNACIONAL,"La Recomendación N° 163 de la OIT otorga especial relevancia al derecho de información de las partes situadas en la negociación colectiva para permitir la misma con conocimiento de causa, lo que se encuentra íntimamente ligado a la voluntariedad requerida. A su vez, impone idéntico deber en cabeza de las autoridades, de forma tal de brindar información sobre la situación económica y social global del país y de la rama de actividad en cuestión. Nada de lo expuesto se cumplimentaría si se sostuviera la validez de una cláusula nacida del arbitraje obligatorio y nacida en el año 1975. Por ende, corresponde declarar la inconstitucionalidad del artículo 58 del Laudo 17/75. Deben ser los sujetos de la negociación colectiva quienes, sin intromisión estatal, regulen las condiciones salariales de los trabajadores, no pudiendo la judicatura convalidar normas que se encuentran en colisión con el derecho internacional.",10000002393
23566,DERECHO DEL TRABAJO,"DERECHO LABORAL - CONTROL DE CONSTITUCIONALIDAD - INCONSTITUCIONALIDAD - SALARIO MINIMO, VITAL Y MOVIL - DERECHOS HUMANOS - DERECHO INTERNACIONAL - LIBERTAD SINDICAL","DR. PALERMO EN DISIDENCIA: La declaración de inconstitucionalidad del artículo 58 del laudo 17/75 es inco - rrecta, en mi opinión, pues entiendo que desconocer la vigencia de una norma laboral que nace al amparo de la ley y que determine la movilidad del salario para un sector determinado de los trabajadores, implica un retroceso arbitra - rio. Esta solución colisiona con los principios fundamentales del Derecho Internacional de los Derechos Humanos. No considero que la norma cuestionada sea contraria a los principios generales de la libertad sindical, en tanto sólo determina un parámetro para la negociación colectiva en función del salario mínimo, vital y móvil; es decir, establece un piso o un límite mínimo para la misma, pero no la suprime.",10000002393
23551,DERECHO DEL TRABAJO,DERECHO LABORAL - LEY SOBRE RIESGOS DEL TRABAJO - REMUNERACION - CORTE SUPREMA DE JUSTICIA DE LA NACION - CONTROL DE CONSTITUCIONALIDAD,"En cuanto a la aplicación del artículo 12 LRT, aunque en un caso no se encuentre propiamente controvertido el monto de la remuneración, cuando sí se discute la constitucionalidad de la cláusula que establece cómo calcular esa base, debe tenerse en cuenta la jurisprudencia que, al respecto, ha sentado la Corte Federal. La misma expone que la remuneración debe establecerse por decisorio fundado y siempre que su existencia esté legalmente comprobada, con estrecha vinculación a las pruebas arrimadas al proceso, o bien, con los sueldos de trabajadores que desempeñan tareas similares; y en todo caso, con adecuación a las remuneraciones de la actividad y el tiempo durante el cual se haya prolongado la prestación.",10000002387
23552,DERECHO DEL TRABAJO,DERECHO LABORAL - LEY SOBRE RIESGOS DEL TRABAJO - REMUNERACION - CORTE SUPREMA DE JUSTICIA DE LA NACION - CONTROL DE CONSTITUCIONALIDAD,"Debe hacerse reparo en el Artículo 12 LRT y su método antedatado de cálculo del IBM, ya que es el único medio para obtener la protección del crédito que tiene un verdadero contenido alimentario y un acreedor con preferente tutela constitucional. En tal cometido es conveniente establecer una pauta que dé certeza y que evite la denominada lotería judicial, ya que de lo contrario, lo que debería ser la última ratio del sistema impondría la inconstitucionalidad del artículo 12 LRT como regla general. La prudencia judicial y la obligación de no desentenderse de las consecuencias de las decisiones, inclinan a este tribunal a fijar un porcentual acorde al que rige en materia de base salarial para el cálculo de la reparación del artículo 245 LCT, en el ámbito del Derecho del Trabajo, postura que se encuentra ya consolidada por la Corte Federal en el caso ""Vizzoti"".",10000002387
22695,DERECHO DEL TRABAJO,ART - ASEGURADORA DE RIESGOS DEL TRABAJO - ACCIDENTES DE TRABAJO - MUERTE DEL TRABAJADOR - SUICIDIO DEL TRABAJADOR - LIBERACION DEL ASEGURADOR,"La ART en caso de accidente ocurrido en ocasión del trabajo sólo puede liberarse acreditando la ruptura del nexo causal, en el caso de dolo del trabajador (artículo 6, inc 3 ley 24.557), por lo que se encontró a su cargo probar que el trabajador por su propia decisión tomo la iniciativa de arrojarse al vacío, y por lo tanto que la causa del siniestro fue la intención de éste de quitarse la vida.",10000002015
23486,DERECHO DEL TRABAJO,DERECHO LABORAL - DESPIDO DIRECTO - IUS VARIANDI - COMUNICACION DEL DESPIDO - REQUISITOS,"El despido con justa causa ? directo o el indirecto decidido por el empleador se deben comunicar por escrito y en forma suficientemente clara los motivos en que se funda la ruptura del contrato. La obligación de notificar las la posibilidad de estructurar en forma adecuada la defensa, pues se trata del basamento causas del despido y no poder modificarlas en el juicio responde a la finalidad de dar a la contraparte mismo para que los preceptos del art. 18 de la Constitución nacional pueda hallar plena vigencia en la solución del conflicto a desarrollarse.",10000002361
23569,DERECHO PROCESAL LABORAL,DERECHO PROCESAL - CORTE SUPREMA DE JUSTICIA DE LA NACION - PRESCRIPCION - INTERRUPCION DE LA PRESCRIPCION - CADUCIDAD DE INSTANCIA - CODIGO PROCESAL LABORAL - VERDAD REAL,"DR. ADARO EN DISIDENCIA: En concordancia con la Corte Federal cuando expresa que el efecto interruptivo de la demanda del curso de la prescripción se prolonga en el tiempo mientras no se extinga la relación jurídico procesal, cualquiera sea el tiempo que el proceso permanezca paralizado siempre que no se declare la caducidad de instancia. El principio que rige la materia es que la prescripción no corre mientras se encuentre pendiente el juicio, cualquiera fuese el tiempo que hubiesen estado paralizadas las actuaciones, mientras no se declare la caducidad o perención, lo que está impedido por la legislación ritual laboral. Los Códigos procesales modernos no contemplan el instituto de la caducidad de la instancia, siendo los mismos una herramienta conducente a la averiguación de la verdad real sustancial.",10000002394
23570,DERECHO DEL TRABAJO,DERECHO LABORAL - PRINCIPIOS LABORALES - PRINCIPIO DE IRRENUNCIABILIDAD - BUENA FE - CONDUCTA PROCESAL - IMPULSO DE OFICIO - CONCURSOS - RECURSO EXTRAORDINARIO FEDERAL,"Un pilar del derecho laboral es el Principio de Irrenunciabiliad de los derechos que el ordenamiento reconoce al trabajador, el cual jamás puede encontrarse escindido del Principio de Buena fe, pilar de todo el ordenamiento jurídico, por lo que los preceptos de conducta deben acompañar a las partes durante todo el vínculo laboral, aún luego de la extinción del mismo. Las conductas procesales de las partes no escapan a dicho principio por lo que aquellas que no lo respeten importan maniobras abusivas. El impulso de oficio es propio de la materia laboral y su consecuente impedimento de la caducidad de la instancia se mantiene dentro del marco de su propia competencia, ya que sus efectos no se trasladan a otras áreas, como el concurso preventivo o quiebra en cuanto a la verificación de crédito laboral por vía incidental o los trámites ante la S.C.J. o ante la C.S.J.N. como consecuencia de la interposición de recurso extraordinario federal, en donde también se ventilan cuestiones laborales.",10000002394
22601,DERECHO DEL TRABAJO,ASEGURADOR POR RIESGOS DEL TRABAJO - ART - OBLIGACIONES DEL ASEGURADOR - TRASLADO - PRESTACIONES SISTEMICAS - ACTIVIDAD NORMAL Y ESPECIFICA PROPIA DEL ESTABLECIMIENTO,"La obligación de traslado se encuentra comprendida dentro de las prestaciones en especie previstas en la ley de Riesgos del Trabajo. Por ello, es una de las actividades normales y específicas de las Aseguradoras de Riesgo de Trabajo. Todo esto de conformidad a Resoluciones 250/2002, 133/2004 y 1240/2010 de la S.R.T.",10000001972
22686,DERECHO DEL TRABAJO,DESPIDO INDIRECTO - INJURIA LABORAL - DESPIDO POR MATRIMONIO - MATRIMONIO IGUALITARIO - TRABAJADOR VARON,"El empleador obra de mala fe y en contra del principio de conservación del trabajo toda vez que el empleado se debe dar por despedido tras sufrir un trato agraviante y discriminatorio (cambio de lugar de trabajo, tareas, horarios, etc) al contraer matrimonio igualitario con otro hombre. Configurando por lo tanto una injuria laboral grave de parte del empleador por los incumplimientos de los deberes genéricos de conducta, buena fe, igual trato que establece la ley laboral.",10000002011
23451,DERECHO DEL TRABAJO,INCONSTITUCIONALIDAD DE LA LEY - INDEMNIZACION TARIFADA - PRUEBA - PERJUICIO CONCRETO,"La declaración de inconstitucionalidad del artículo 12 tiene como finalidad, ante un accidente laboral, la obtención de una reparación tarifada adecuada a derecho, una indemnización justa, equitativa y concreta, con fundamento en la efectiva pérdida de ganancia del trabajador. No obstante, el trabajador debe demostrar cabalmente el perjuicio sufrido por la aplicación de dicha norma, cuál es la remuneración que debía percibir conforme al art. 208 LCT, la evolución de sus ingresos, y fundamentalmente cómo la invalidez planteada contribuiría a que su reparación resultara acorde a la justicia social.",10000002346
23452,DERECHO DEL TRABAJO,INCONSTITUCIONALIDAD DE LA LEY - PERJUICIO CONCRETO - IMPROCEDENCIA,"Sólo en transcurso del tiempo resulta insuficiente para justificar la declaración de inconstitucionalidad de una norma, y que el sentenciante antes de decidir qué salario actualizado aplicar, debe necesaria y estrictamente, ante la gravedad de la cuestión, considerar si de las constancias de la causa resulta el perjuicio concreto alegado por el accionante.",10000002346
23555,DERECHO DEL TRABAJO,DERECHO LABORAL - DERECHO CONSTITUCIONAL - LEY SOBRE RIESGOS DEL TRABAJO - CONTROL DE CONSTITUCIONALIDAD - INCONSTITUCIONALIDAD,"La declaración de inconstitucionalidad del artículo 12 LRT tiene como finalidad la obtención de una reparación tarifada adecuada a derecho, una indemnización justa, equitativa y concreta, con fundamento en la efectiva pérdida de ganancia del trabajador.",10000002390
23556,DERECHO DEL TRABAJO,DERECHO LABORAL - DERECHO PROCESAL - PRUEBA - CONTROL DE CONSTITUCIONALIDAD - INCONSTITUCIONALIDAD - ETAPA PROBATORIA - APLICACION DEL CONVENIO COLECTIVO - DERECHO DE DEFENSA EN JUICIO,"Cuando el trabajador no realiza actividad probatoria en el sentido de sus pre - tensiones en el procedimiento, es decir, no demuestra acabadamente el perjuicio sufrido por la aplicación de una norma, el solo transcurso del tiempo resulta insuficiente para justificar la declaración de inconstitucionalidad de la misma, y el juez antes de decidir qué salario actualizado aplicar, debe necesaria y estrictamente, ante la gravedad de la cuestión, considerar si de las constancias de la causa resulta el perjuicio concreto que alega el trabajador. Si el tribunal ante la orfandad de actividad probatoria del accionante, resuelve en forma arbitraria aplicando la remuneración del Convenio Colectivo de aplicación, que nunca fue denunciada, suple con tal decisión la falta de diligencia probatoria, y de ese modo afecta el debido proceso legal y el derecho de defensa de la parte demandada, en cuanto resuelve sin ajustarse a las constancias de la causa.",10000002390
22788,DERECHO DEL TRABAJO,DESPIDO - DESPIDO INDIRECTO - MULTA LABORAL,"El artículo 2 de la ley 25.323 requiere intimación fehaciente al empleador sobre el pago de las indemnizaciones previstas en los arts. 232, 233 y 245 de la ley de Contrao de Trabajo y la falta de pago de las mismas por parte del empleador, de modo tal que obligue al primero a iniciar acciones judiciales para percibirlas. Cumplidos estos requisitos, el incremento debe proceder toda vez que el instituto tiene por finalidad, además de incentivar el pago oportuno de las indemnizaciones y castigar el incumpliimiento, evitar litigios.",10000002060
22724,DERECHO PROCESAL LABORAL,INDEMNIZACION - PAGO POR ERROR - CANDIDATOS GREMIALES - POSTULACION COMO CANDIDATO,"Cuando la empresa demandada paga por error la indemnización prevista por el artículo 52 de la L.A.S., aún cuando el actor no reúna los requisitos exigidos por el Dec. Regl. para su percepción, ese error no puede conducir a generar el derecho a avalar el pagó de una diferencia indemnizatoria que no tiene sustento legal alguno. Es decir, si los jueces al descubrir un error de tal naturaleza no lo modifican incurren, con su omisión en una grave falta, pues estarían tolerando un derecho que sólo reconocería como causa un error.",10000002029
22717,DERECHO PROCESAL LABORAL,SENTENCIA ARBITRARIA - ABSURDO - APARTAMIENTO DE LAS CONSTANCIAS DE LA CAUSA - DEFECTOS EN LA CONSIDERACION DE EXTREMOS CONDUCENTES,"La arbitrariedad, se configura cuando se afirma y se rechaza a la vez un hecho relevante para la solución del caso, o porque niega en la conclusión lo que necesariamente se sigue de los fundamentos normativos o fácticos. Es condición de valides de los fallos que sean derivación razonada del derecho vigente con aplicación a las circunstancias de la causa, por lo que son descalificables por arbitrariedad aquellos que contengan una contradicción tal que los haga ininteligibles.",10000002024
22789,DERECHO DEL TRABAJO,CONCILIACION LABORAL - HOMOLOGACION DEL ACUERDO - PRINCIPIO DE BUENA FE - TEORIA DE LOS ACTOS PROPIOS,"El acuerdo transaccional celebrado espontáneamente ante la autoridad judicial entre el trabajador y su empleador, homologado por el Tribunal a solicitud de aquellos, supone que las partes han actuado con discernimiento, intención y libertad. Si el convenio homologado se celebró con el debido patrocinio letrado y no se invocó con posterioridad a su suscripción, la existencia de vicios relativos al consentimiento, deviene improcedente el reclamo del trabajador respecto a una diferencia indemnizatoria en contradicción a los términos del acuerdo suscripto, en virtud del principio de buena fe y de la teoría de los actos propios.",10000002061
22718,DERECHO PROCESAL LABORAL,PROCESO LABORAL - PRUEBA - PRINCIPIOS PROCESALES - PRINCIPIO DE INMEDIACION,"La valoración de la prueba testimonial en el proceso laboral y en virtud de la inmediación y la oralidad, resulta importante la recepción directa y personal que hacen los jueces de grado, lo que posibilita una apreciación de los dichos de los testigos direccionada a la búsqueda de la verdad que no es revisable en la instancia extraordinaria.",10000002025
22719,DERECHO DEL TRABAJO,ENFERMEDAD ACCIDENTE - INDEMNIZACION POR ACCIDENTE DE TRABAJO - INDEMNIZACION EXTRA SISTEMICA,"La empleadora debe responder con el objeto de promover una justa y equitativa reparación del real perjuicio, en tanto la respuesta reparadora del sistema especial luce insuficiente ante la comparación con los resultados de la reparación integral que contempla la integridad física, psíquica y moral del trabajador, en consonancia con las disposiciones constitucionales (art - - 14bis y 19 de la CN).",10000002025
22818,DERECHO DEL TRABAJO,DESPIDO - INDEMNIZACION AGRAVADA - DESPIDO POR MATERNIDAD - CARGA DE LA PRUEBA,"El sentido de la presunción legal del artículo 178 de la Ley de Contrato de Trabajo no es otro que poner a salvo a la trabajadora de la dificultad de probar que el distracto se ocasionó con motivo de su estado de embarazo, lo que tiene como efecto la inversión directa de la carga de la prueba. Si durante el juicio la empleadora no acredita que el despido responde a causas distintas de la maternidad o el embarazo, resulta procedente la indemnización agravada.",10000002058
22819,DERECHO DEL TRABAJO,CASACION - PRINCIPIO DE CONGRUENCIA - OBJETO DEL PROCESO - RECURSO DE INCONSTITUCIONALIDAD,"Corresponde hacer lugar a los recursos de inconstitucionalidad y casación por cuanto el a quo no ha respetado el principio de congruencia, al no existir en la sentencia la necesaria identidad entre la pretención esgrimida por el trabajador - que fuera resistida por la demandada - y lo resuelto por el Tribunal. En efecto, el trabajador reclama el pago de una suma determinada en concepto de despido indirecto justificado ante la falta de registración del vínculo laboral y el Tribunal rechaza la acción por haberse extinguido la relación de común acuerdo, por el abandono tácito de la misma.",10000002078
